Date,05T,59T,61T,50T,52T,53T,54T,08T,19T,27T,24T,26T,79T,46T,30T,32T,77T,35T,36T,40T,75T,76T,44T,62T,63T,80T
2017_07_03,8.0,15.0,15.0,16.0,20.0,16.0,15.0,12.0,14.0,19.0,22.0,9.0,9.0,8.0,10.0,13.0,13.0,18.0,17.0,7.0,11.75,5.0,15.0,4.0,10.0,9.0
2017_07_04,6.0,15.0,14.0,17.0,22.0,16.0,15.0,13.0,14.0,15.0,23.0,8.0,8.0,10.0,18.0,12.0,14.0,20.0,20.0,9.0,13.25,4.0,14.0,3.0,10.0,11.0
2017_07_05,6.0,14.8,17.0,16.0,19.0,16.0,14.799999999999999,14.0,12.0,14.0,21.0,14.466666666666667,9.0,11.0,13.0,15.0,13.0,19.0,17.0,6.0,5.0,3.0,23.0,4.0,16.0,16.0
2017_07_06,10.0,19.0,14.0,15.0,18.0,15.0,15.166666666666666,14.0,14.0,14.46969696969697,19.0,14.46969696969697,6.0,12.0,17.0,13.0,13.0,14.0,11.0,5.0,3.0,8.25,18.0,6.0,12.0,9.0
2017_07_07,7.0,9.8,10.0,11.0,12.0,9.0,9.799999999999999,10.0,13.0,9.799999999999999,14.0,6.0,6.0,11.0,9.0,9.5,10.0,12.0,14.0,7.0,9.25,4.0,17.0,14.5,12.0,8.0
2017_07_08,5.0,18.0,13.0,16.0,21.0,13.0,14.333333333333334,14.0,13.0,13.444444444444443,18.0,7.0,9.0,9.0,10.0,11.0,12.0,10.0,15.0,6.0,8.75,4.0,21.0,5.0,12.0,11.0
2017_07_09,7.0,16.0,12.0,13.0,17.0,13.0,13.0,11.0,8.0,12.416666666666666,23.0,8.0,8.0,9.0,12.0,13.0,15.0,11.0,19.0,5.0,9.5,3.0,15.0,15.0,15.0,9.0
2017_07_10,16.8,15.0,15.0,18.0,20.0,16.0,16.8,15.0,12.0,15.633333333333333,24.0,10.0,9.0,12.0,12.0,13.5,15.0,13.0,12.0,4.0,9.666666666666666,9.666666666666666,12.0,7.0,11.0,10.0
2017_07_11,10.0,31.0,16.0,20.0,22.0,15.0,19.0,14.0,14.0,17.333333333333332,27.0,9.0,11.0,13.0,15.0,13.0,19.0,12.0,15.0,4.0,8.75,4.0,16.0,6.0,11.0,6.0
2017_07_12,8.0,16.0,14.0,20.0,21.0,14.0,15.5,14.0,12.0,14.125,21.0,6.0,8.0,9.0,12.0,12.5,13.0,11.0,11.0,3.0,7.25,4.0,21.0,5.0,11.0,9.0
2017_07_13,5.0,14.0,11.0,17.0,21.0,12.0,13.333333333333334,11.0,12.0,13.111111111111109,28.0,6.0,7.0,10.0,14.0,11.0,13.0,12.0,12.0,3.0,7.5,3.0,19.0,4.0,12.0,12.0
2017_07_14,5.0,18.0,12.0,18.0,24.0,14.0,15.166666666666666,11.0,9.0,12.680555555555557,14.0,6.0,6.0,12.0,11.0,10.0,11.0,16.0,16.0,3.0,11.666666666666666,11.666666666666666,15.0,8.0,9.0,10.0
2017_07_15,14.0,20.0,18.0,21.0,26.0,16.0,19.166666666666668,16.0,17.0,17.34722222222222,23.0,8.0,10.0,12.0,11.0,11.0,16.0,12.0,12.0,4.0,9.333333333333334,9.333333333333334,13.0,12.0,17.0,10.0
2017_07_16,10.0,12.0,13.0,18.0,20.0,13.0,14.333333333333334,13.0,13.0,13.277777777777777,18.0,5.0,10.0,10.0,13.0,11.0,12.0,12.0,12.0,6.0,10.0,10.0,21.0,21.0,23.0,15.0
2017_07_17,9.0,14.0,14.0,17.0,20.0,11.0,14.166666666666666,9.0,12.0,14.097222222222223,21.0,9.0,19.0,10.0,12.0,15.0,13.5,14.0,13.0,4.0,8.25,2.0,28.0,24.0,29.0,22.0
2017_07_18,9.0,20.0,18.0,17.0,20.0,14.0,16.333333333333332,13.0,12.0,15.361111111111109,24.0,9.0,12.0,15.0,18.0,16.0,17.0,13.0,11.0,5.0,8.25,4.0,29.0,24.0,32.0,22.0
2017_07_19,9.0,17.0,16.0,17.0,19.0,14.0,15.333333333333334,14.0,20.0,14.694444444444443,18.0,8.0,9.0,13.0,15.0,15.0,15.0,14.0,12.0,5.0,8.5,3.0,36.0,18.0,31.0,24.0
2017_07_20,13.0,15.0,14.0,19.0,25.0,13.0,16.5,16.0,28.0,15.041666666666666,11.0,4.0,6.0,12.0,13.0,10.0,11.5,15.0,13.0,7.0,11.666666666666666,11.666666666666666,28.0,18.0,31.0,19.0
2017_07_21,15.0,19.0,16.0,19.0,24.0,13.0,17.666666666666668,15.0,17.0,16.0,24.0,16.972222222222225,8.0,12.0,13.0,14.0,13.5,15.0,12.0,4.0,10.333333333333334,10.333333333333334,19.0,24.0,29.0,19.0
2017_07_22,10.0,15.0,12.0,14.0,20.0,10.0,13.5,10.0,14.0,13.318181818181818,22.0,13.318181818181818,6.0,15.0,11.0,12.0,13.0,14.0,12.0,3.0,9.666666666666666,9.666666666666666,29.0,26.0,39.0,26.0
2017_07_23,11.0,22.0,14.0,18.0,22.0,12.0,16.5,14.0,17.0,9.0,19.0,15.208333333333334,8.0,11.0,14.0,10.0,14.0,12.0,12.0,9.0,9.0,3.0,30.0,22.0,39.0,28.0
2017_07_24,12.0,16.0,14.0,18.0,25.0,11.0,16.0,12.0,17.0,12.0,17.0,14.666666666666666,6.0,10.0,16.0,10.5,5.0,15.0,12.0,5.0,9.0,4.0,30.0,19.0,41.0,25.0
2017_07_25,14.0,14.8,13.0,16.0,21.0,10.0,14.799999999999999,15.0,16.0,14.0,23.0,4.0,7.0,11.0,9.0,12.0,7.0,19.0,13.0,8.0,11.5,6.0,27.0,14.0,34.0,22.0
2017_07_26,9.0,16.0,10.0,15.0,21.0,8.0,13.166666666666666,10.0,17.0,13.0,14.0,12.680555555555557,6.0,11.023529411764706,13.0,9.0,5.0,13.0,11.0,6.0,8.75,5.0,24.0,20.0,35.0,21.0
2017_07_27,13.0,16.0,16.0,18.0,23.0,12.0,16.333333333333332,12.0,13.0,16.0,20.0,8.0,9.0,11.047058823529412,10.0,12.0,5.0,12.0,12.0,6.0,8.5,4.0,32.0,26.0,38.0,25.0
2017_07_28,11.0,13.0,13.0,16.0,20.0,10.0,13.833333333333334,11.0,12.0,11.0,23.0,10.0,11.0,11.070588235294117,11.0,12.0,10.0,12.0,12.0,5.0,8.5,5.0,15.0,24.0,24.0,8.0
2017_07_29,12.0,19.0,17.0,19.0,26.0,16.0,18.166666666666668,15.0,15.0,15.0,25.0,12.0,11.0,11.094117647058823,17.0,15.0,8.0,12.0,12.0,7.0,8.5,3.0,11.0,17.0,22.0,10.0
2017_07_30,17.0,31.0,22.0,22.0,27.0,17.0,22.666666666666668,19.0,20.0,22.0,29.0,14.0,13.0,11.117647058823529,26.0,18.0,22.0,12.0,12.0,4.0,8.5,6.0,21.0,11.0,20.0,8.0
2017_07_31,20.0,28.0,21.0,22.0,28.0,18.0,22.833333333333332,20.0,21.0,22.0,35.0,15.0,18.0,11.141176470588237,26.0,21.0,23.5,14.0,11.0,5.0,9.5,8.0,14.0,7.0,20.0,8.0
2017_08_01,20.0,37.0,26.0,25.0,31.0,19.0,26.333333333333332,20.0,26.0,23.0,31.0,17.0,21.0,11.16470588235294,24.0,20.0,22.0,16.0,12.0,7.0,10.5,7.0,11.0,9.0,19.0,6.0
2017_08_02,16.0,20.0,20.0,22.0,28.0,17.0,20.5,18.0,17.0,19.291666666666668,27.0,10.0,16.0,11.188235294117646,22.0,19.0,11.0,15.0,12.0,7.0,11.333333333333334,11.333333333333334,12.0,5.0,13.0,10.0
2017_08_03,16.0,24.0,21.0,24.0,30.0,20.0,22.5,15.0,14.0,20.045454545454547,19.0,20.045454545454547,15.0,11.211764705882354,26.0,20.0,5.0,16.0,13.0,8.0,6.0,7.0,18.0,7.0,15.0,10.0
2017_08_04,12.0,24.0,19.0,20.0,22.0,16.0,18.833333333333332,16.0,14.0,18.53030303030303,29.0,18.53030303030303,13.0,11.235294117647058,23.0,18.0,10.0,16.0,12.0,7.0,10.0,4.0,13.0,10.0,19.0,6.0
2017_08_05,11.0,16.0,17.0,18.0,20.0,14.0,16.0,12.0,13.0,16.09090909090909,26.0,16.09090909090909,14.0,11.258823529411764,20.0,16.0,9.0,17.0,13.0,5.0,9.0,4.0,11.0,10.0,19.0,8.0
2017_08_06,13.0,16.0,17.0,19.0,22.0,16.0,17.166666666666668,10.0,14.0,16.097222222222225,30.0,10.0,9.0,11.282352941176471,16.0,15.0,9.0,15.0,12.0,4.0,8.75,4.0,16.0,7.0,19.0,10.0
2017_08_07,17.8,19.0,16.0,18.0,22.0,14.0,17.8,13.0,15.0,15.0,23.0,8.0,9.0,11.305882352941177,12.0,13.0,8.0,15.0,12.0,3.0,10.0,10.0,16.5,10.0,23.0,10.0
2017_08_08,17.0,16.0,15.0,18.0,21.0,15.0,17.0,13.0,21.0,16.0,22.0,5.0,8.0,11.329411764705883,14.0,11.0,9.0,14.0,11.0,5.0,7.0,9.25,10.0,6.0,14.0,8.0
2017_08_09,7.0,25.0,15.0,17.0,22.0,13.0,16.5,14.0,15.0,15.0,32.0,6.0,8.0,11.352941176470589,17.0,14.0,11.0,12.0,12.0,3.0,5.0,8.0,12.0,5.0,13.0,6.0
2017_08_10,17.25,17.25,16.0,18.0,22.0,13.0,17.25,10.0,15.0,14.0,27.0,10.0,8.0,11.376470588235295,29.0,16.0,9.0,14.0,12.0,3.0,6.0,5.0,14.0,4.0,11.0,7.0
2017_08_11,7.0,12.4,9.0,15.0,19.0,12.0,12.4,11.0,18.0,15.0,29.0,11.0,14.0,11.4,25.0,15.0,12.0,16.0,12.0,5.0,6.0,4.0,10.0,3.0,9.0,5.0
2017_08_12,8.0,10.8,9.0,13.0,14.0,10.0,10.799999999999999,10.0,15.0,10.0,27.0,6.0,6.0,11.423529411764704,25.0,12.0,10.0,13.0,12.0,5.0,7.0,5.0,9.0,9.5,10.0,6.0
2017_08_13,8.0,11.6,11.0,14.0,15.0,10.0,11.6,10.0,14.0,9.0,31.0,5.0,6.0,11.447058823529412,19.0,15.0,14.0,14.0,11.0,5.0,8.0,5.0,9.0,3.0,10.0,6.0
2017_08_14,11.0,14.8,13.0,18.0,19.0,13.0,14.799999999999999,15.0,14.0,14.0,39.0,16.133333333333333,8.0,11.470588235294116,17.0,13.0,14.0,19.0,13.0,6.0,7.0,6.0,11.0,5.0,10.0,5.0
2017_08_15,6.0,12.4,12.0,16.0,14.0,14.0,12.4,12.0,11.0,11.0,33.0,13.483333333333334,8.0,11.494117647058822,14.0,13.0,11.0,16.0,12.0,3.0,7.0,6.0,8.0,9.5,11.0,3.0
2017_08_16,10.0,14.6,12.0,18.0,19.0,14.0,14.6,15.0,12.0,15.0,23.0,14.516666666666666,7.0,11.51764705882353,8.0,11.0,9.0,15.0,12.0,4.0,5.0,7.0,11.0,5.0,11.0,6.0
2017_08_17,7.0,10.0,10.0,16.0,16.0,12.0,11.833333333333334,15.0,11.0,22.0,28.0,13.736111111111109,6.0,11.541176470588235,9.0,10.0,6.0,15.0,12.0,3.0,5.0,6.0,8.0,9.0,13.0,7.0
2017_08_18,13.0,16.0,15.0,23.0,23.0,16.0,17.666666666666668,16.0,16.0,21.0,16.0,16.555555555555557,6.0,11.564705882352941,14.0,14.0,12.0,13.0,11.0,4.0,9.0,4.0,15.0,17.0,16.0,8.0
2017_08_19,14.0,22.0,13.0,18.0,16.6,16.0,16.599999999999998,15.0,20.0,17.0,35.0,17.766666666666666,10.0,11.588235294117647,16.0,16.0,16.0,14.0,12.0,5.0,8.0,5.0,17.0,11.0,19.0,10.0
2017_08_20,8.0,12.0,8.0,13.0,10.2,10.0,10.200000000000001,8.0,11.0,12.0,20.0,10.616666666666667,5.0,11.611764705882353,12.0,12.5,13.0,12.0,10.0,2.0,7.0,3.0,16.0,14.0,28.0,17.0
2017_08_21,9.0,13.0,10.0,15.0,11.6,11.0,11.6,11.0,12.0,14.0,23.0,12.35,7.0,11.635294117647058,10.0,11.0,12.0,12.0,12.0,3.0,7.0,4.0,28.0,14.0,24.0,15.0
2017_08_22,14.0,14.0,15.0,18.0,20.0,14.0,15.833333333333334,15.0,13.0,17.0,22.0,15.402777777777777,7.0,11.658823529411766,10.0,12.0,19.0,14.0,12.0,6.0,9.0,4.0,23.0,11.0,24.0,12.0
2017_08_23,11.0,15.0,10.0,16.0,18.0,11.0,13.5,12.0,14.0,15.0,23.0,13.708333333333334,6.0,11.682352941176472,9.0,10.0,15.0,11.0,12.0,9.5,10.0,5.0,20.0,10.0,23.0,14.0
2017_08_24,14.0,15.0,14.0,19.0,21.0,14.0,16.166666666666668,12.0,9.0,19.0,22.0,6.0,9.0,11.705882352941178,11.0,12.0,16.0,15.0,15.0,11.333333333333334,11.333333333333334,4.0,25.0,6.0,23.0,18.0
2017_08_25,10.0,11.0,13.0,17.0,20.0,13.0,14.0,10.0,8.0,10.0,17.0,8.0,7.0,11.729411764705883,10.0,11.0,14.0,20.0,20.0,3.0,8.0,12.75,26.0,6.0,29.0,21.0
2017_08_26,13.0,15.0,15.0,18.0,18.0,15.0,15.666666666666666,15.0,16.0,17.0,31.0,5.0,6.0,11.75294117647059,12.0,12.0,13.0,12.0,11.0,6.0,8.0,5.0,17.0,8.0,21.0,8.0
2017_08_27,10.0,18.0,13.2,14.0,13.0,11.0,13.200000000000001,10.0,16.0,13.0,17.0,4.0,6.0,11.776470588235295,8.0,9.0,12.0,10.0,9.0,6.0,10.0,5.0,16.0,7.0,19.0,8.0
2017_08_28,11.0,20.0,16.4,17.0,21.0,13.0,16.400000000000002,12.0,14.0,14.0,16.0,6.0,6.0,11.8,11.0,11.0,12.0,12.0,11.0,9.0,9.0,7.0,8.0,7.0,14.0,5.0
2017_08_29,18.0,23.0,22.6,23.0,30.0,19.0,22.599999999999998,19.0,22.0,18.0,18.0,9.0,12.0,11.823529411764707,14.0,16.0,14.0,14.0,12.0,6.0,7.0,6.0,17.0,5.0,16.0,7.0
2017_08_30,14.0,24.0,19.0,23.0,28.0,19.0,21.166666666666668,16.0,17.0,18.0,21.0,12.0,13.0,11.847058823529412,13.0,18.0,20.0,12.0,11.0,5.0,7.0,6.0,11.0,9.0,15.0,9.0
2017_08_31,11.0,16.0,14.0,19.0,23.0,15.0,16.333333333333332,15.0,14.0,15.0,19.0,11.0,10.0,11.870588235294118,13.0,15.0,19.0,11.0,10.0,4.0,7.0,6.0,14.0,6.0,16.0,15.0
2017_09_01,13.0,10.0,15.0,19.0,22.0,16.0,15.833333333333334,15.0,17.0,13.0,22.0,9.0,8.0,11.894117647058824,11.0,16.0,21.0,5.666666666666667,5.666666666666667,5.0,7.0,5.0,15.0,5.0,12.0,11.0
2017_09_02,13.0,9.0,11.0,20.0,22.0,13.0,14.666666666666666,13.0,19.0,19.0,24.0,10.0,7.0,11.91764705882353,10.0,12.0,27.0,10.0,11.0,7.0,7.0,4.0,17.0,8.0,18.0,8.0
2017_09_03,12.0,10.0,7.0,14.0,16.0,10.0,11.5,11.0,13.0,15.0,29.0,6.0,6.0,11.941176470588236,14.0,12.0,16.0,12.0,11.0,7.0,10.0,5.0,13.0,11.0,13.0,5.0
2017_09_04,10.0,6.0,7.0,14.0,15.0,9.0,10.166666666666666,9.0,10.0,9.0,24.0,6.0,5.0,11.964705882352941,10.0,13.0,17.0,14.0,12.0,7.0,11.0,8.0,11.0,4.0,11.0,7.0
2017_09_05,9.0,10.0,9.0,16.0,16.0,13.0,12.166666666666666,11.0,10.0,13.0,28.0,5.0,6.0,11.988235294117647,8.0,12.0,13.0,12.0,12.0,9.0,10.0,11.0,12.0,4.0,14.0,8.0
2017_09_06,9.0,11.0,10.0,19.0,20.0,15.0,14.0,13.0,11.0,7.0,20.0,4.0,6.0,12.011764705882353,9.0,11.0,16.0,13.0,13.0,6.0,9.0,11.0,14.0,5.0,14.0,12.0
2017_09_07,8.0,9.0,8.0,16.0,15.0,11.0,11.166666666666666,11.0,16.0,9.0,38.0,13.680555555555557,12.0,12.035294117647059,8.0,15.0,22.0,11.0,4.0,6.0,8.0,11.0,19.0,6.0,15.0,12.0
2017_09_08,11.0,11.0,15.0,17.0,16.0,18.0,14.666666666666666,11.0,12.0,12.0,56.0,17.38888888888889,15.0,12.058823529411764,10.0,16.0,26.0,11.0,8.0,5.0,8.0,10.0,17.0,10.0,20.0,9.0
2017_09_09,10.0,10.0,13.0,15.0,16.0,14.0,13.0,9.0,14.0,17.0,54.0,16.666666666666668,15.0,12.08235294117647,13.0,17.0,28.0,14.0,8.0,9.0,7.0,10.0,26.0,11.0,18.0,8.0
2017_09_10,14.0,23.0,19.0,22.0,24.0,20.0,20.333333333333332,13.0,22.0,14.0,33.0,19.444444444444446,9.0,12.105882352941176,14.0,17.0,20.0,15.0,10.0,9.0,8.0,9.0,16.0,13.5,11.0,8.0
2017_09_11,20.0,32.0,25.0,29.0,33.0,28.0,27.833333333333332,23.0,24.0,30.0,44.0,27.152777777777782,10.0,12.129411764705882,13.0,17.0,23.0,16.0,9.0,7.0,8.0,10.0,7.0,10.5,14.0,8.0
2017_09_12,21.0,24.0,28.0,29.0,30.0,26.0,26.333333333333332,19.0,22.0,15.0,36.0,24.027777777777782,12.0,12.152941176470588,13.0,19.0,15.0,17.0,7.0,8.0,10.0,11.0,12.0,5.0,18.0,11.0
2017_09_13,23.0,27.0,30.0,29.0,32.0,29.0,28.333333333333332,23.0,21.0,22.0,50.0,27.111111111111114,11.0,12.176470588235293,20.0,21.0,22.0,15.0,10.0,9.0,10.0,13.0,12.0,5.0,12.0,6.0
2017_09_14,18.0,19.0,21.0,23.0,26.0,23.0,21.666666666666668,17.0,28.0,15.0,49.0,22.388888888888886,8.0,12.2,20.0,20.0,26.0,16.0,10.0,11.0,9.0,11.0,12.0,4.0,10.0,5.0
2017_09_15,17.0,16.0,16.0,21.0,21.0,17.0,18.0,13.0,17.0,18.0,32.0,17.75,7.0,12.223529411764705,12.0,13.0,19.0,16.0,10.0,12.0,12.0,11.0,10.0,2.0,9.0,5.0
2017_09_16,9.0,13.0,10.0,15.0,18.0,10.0,12.5,13.0,14.0,7.0,28.0,12.958333333333334,6.0,12.24705882352941,8.0,11.0,10.0,16.0,13.0,8.0,9.0,10.0,9.0,5.0,14.0,5.0
2017_09_17,6.0,6.0,8.0,11.0,11.0,8.0,8.333333333333334,7.0,8.0,8.0,29.0,9.777777777777779,7.0,12.270588235294117,14.0,9.0,9.0,13.0,5.0,5.0,9.0,8.0,12.0,6.0,17.0,8.0
2017_09_18,11.0,9.0,11.0,18.0,18.0,12.0,13.166666666666666,10.0,18.0,11.0,25.0,13.430555555555557,5.0,12.294117647058822,13.0,12.0,16.0,11.0,7.0,5.0,8.0,7.0,16.0,5.0,16.0,12.0
2017_09_19,13.0,16.0,13.0,16.0,24.0,13.0,15.833333333333334,14.0,19.0,12.0,42.0,17.069444444444443,7.0,12.317647058823528,12.0,14.0,22.0,13.0,8.0,6.0,9.0,8.0,10.0,4.0,14.0,6.0
2017_09_20,17.0,15.0,15.0,25.0,31.0,18.0,20.166666666666668,25.0,25.0,21.0,64.0,23.847222222222218,10.0,12.341176470588234,13.0,20.0,15.0,13.0,9.0,7.0,10.0,10.0,13.0,3.0,11.0,7.0
2017_09_21,28.0,30.0,30.0,35.0,42.0,33.0,33.0,39.0,27.0,26.0,38.0,30.833333333333332,9.0,12.364705882352942,12.0,32.0,10.0,16.0,10.0,6.0,9.0,11.0,8.0,4.0,9.0,4.0
2017_09_22,20.0,15.0,21.0,25.0,30.0,20.0,21.833333333333332,26.0,25.0,21.0,21.075757575757578,21.075757575757578,7.0,12.388235294117647,17.0,21.0,11.0,15.0,9.0,7.0,10.75,12.0,12.0,4.0,11.0,5.0
2017_09_23,15.0,18.0,19.0,25.0,28.0,20.0,20.833333333333332,18.0,20.0,22.0,30.0,20.23611111111111,7.0,12.411764705882353,11.0,17.0,11.0,19.0,14.0,12.0,10.0,14.0,13.0,7.0,15.0,5.0
2017_09_24,16.0,18.0,19.0,22.0,28.0,19.0,20.333333333333332,18.0,21.0,12.0,25.0,18.694444444444446,6.0,12.435294117647059,8.0,11.0,15.0,21.0,14.0,11.0,9.0,11.0,8.0,8.0,16.0,5.0
2017_09_25,7.0,11.0,10.0,14.0,19.0,10.0,11.833333333333334,8.0,10.0,9.0,22.0,11.402777777777777,5.0,12.458823529411765,9.0,12.0,7.0,20.0,16.0,9.0,8.0,10.0,12.0,8.0,19.0,8.0
2017_09_26,4.0,5.0,12.0,13.0,15.0,10.0,9.833333333333334,9.0,10.0,5.0,23.0,7.0,6.0,12.482352941176472,9.0,12.0,10.0,17.0,8.0,10.0,8.0,10.0,11.0,7.0,21.0,6.0
2017_09_27,11.0,6.0,17.0,24.0,23.0,14.0,15.833333333333334,15.0,18.0,14.0,22.0,8.0,5.0,12.505882352941178,11.0,14.0,8.0,15.0,10.0,9.0,9.0,10.0,9.0,5.0,17.0,9.0
2017_09_28,8.0,9.0,9.0,16.0,19.0,11.0,12.0,12.0,18.0,10.0,37.0,8.0,7.0,12.529411764705884,15.0,14.0,11.0,19.0,11.0,12.0,13.5,12.0,12.0,9.0,16.0,8.0
2017_09_29,16.0,17.0,20.0,22.0,26.0,19.0,20.0,21.0,26.0,20.0,24.0,8.0,9.0,12.552941176470588,16.0,21.0,12.0,14.0,10.0,5.0,10.75,14.0,7.0,3.0,11.0,4.0
