Date,05T,59T,61T,50T,52T,53T,54T,08T,19T,27T,24T,26T,79T,46T,30T,32T,77T,35T,36T,40T,75T,76T,44T,62T,63T,80T
2017_09_30,23.0,22.0,26.8,30.0,34.0,25.0,26.8,29.0,25.0,22.0,30.0,12.0,14.0,12.576470588235294,15.0,19.0,13.0,15.0,12.0,8.0,12.0,13.0,10.0,10.0,10.0,6.0
2017_10_01,21.0,32.0,30.0,30.0,36.0,26.0,29.166666666666668,28.0,25.0,13.0,29.0,17.0,22.0,12.6,10.0,16.0,18.0,20.0,14.0,11.0,13.5,9.0,15.0,15.0,15.0,10.0
2017_10_02,16.0,21.0,20.0,23.0,28.0,17.0,20.833333333333332,23.0,25.0,21.0,33.0,10.0,12.0,12.623529411764705,16.0,16.0,16.0,20.0,13.0,9.0,12.75,9.0,9.0,4.0,14.0,8.0
2017_10_03,15.0,9.0,17.0,22.0,28.0,18.0,18.166666666666668,24.0,22.0,26.0,22.0,11.0,7.0,12.647058823529411,11.0,14.5,18.0,16.0,10.0,12.666666666666666,12.666666666666666,12.0,11.0,7.0,15.0,10.0
2017_10_04,9.0,14.0,14.0,19.0,24.0,12.0,15.333333333333334,20.0,17.0,16.0,22.0,7.0,5.0,12.670588235294119,8.0,11.0,14.0,13.0,7.0,8.5,4.0,10.0,12.0,8.0,16.0,8.0
2017_10_05,10.0,13.0,17.0,19.0,23.0,13.0,15.833333333333334,18.0,15.0,9.0,23.0,10.0,8.0,12.694117647058825,14.0,15.0,9.0,11.0,8.0,8.75,6.0,10.0,12.0,7.0,17.0,8.0
2017_10_06,21.0,22.0,26.0,26.0,32.0,25.4,25.400000000000002,26.0,26.0,31.0,30.0,10.0,8.0,12.71764705882353,17.0,21.0,19.0,14.0,9.0,10.0,7.0,10.0,12.5,7.0,18.0,8.0
2017_10_07,18.0,26.0,23.0,27.0,33.0,22.0,24.833333333333332,27.0,26.0,24.0,33.0,9.0,8.0,12.741176470588236,20.0,18.0,19.0,14.0,10.0,10.5,7.0,11.0,11.0,9.0,13.0,7.0
2017_10_08,17.0,26.0,22.0,28.0,38.0,26.0,26.166666666666668,32.0,26.0,32.0,35.0,12.0,8.0,12.764705882352942,23.0,28.0,25.5,12.0,8.0,9.75,7.0,12.0,8.0,4.0,12.0,6.0
2017_10_09,15.0,16.0,14.0,22.0,26.0,20.0,18.833333333333332,24.0,20.0,37.0,38.0,15.0,13.0,12.788235294117648,19.0,24.0,21.5,12.0,8.0,9.75,8.0,11.0,9.5,5.0,14.0,5.0
2017_10_10,19.0,26.0,23.0,27.0,31.0,21.0,24.5,30.0,26.0,23.0,40.0,25.458333333333332,15.0,12.811764705882354,20.0,25.0,16.0,15.0,11.0,8.0,9.0,10.75,11.0,11.0,11.0,8.0
2017_10_11,9.0,17.0,16.0,21.0,23.0,14.0,16.666666666666668,21.0,24.0,19.333333333333336,41.0,19.333333333333336,10.0,12.83529411764706,11.0,23.0,18.0,13.0,8.0,5.0,7.0,8.0,7.5,4.0,11.0,6.0
2017_10_12,23.0,31.0,29.0,34.0,47.0,24.0,31.333333333333332,37.0,27.0,31.484848484848488,48.0,31.484848484848488,15.0,12.858823529411763,17.0,25.0,13.0,14.0,7.0,8.0,8.0,9.25,7.5,4.0,11.0,7.0
2017_10_13,38.0,45.0,42.0,44.0,55.0,34.0,43.0,53.0,41.0,40.81818181818182,35.0,40.81818181818182,19.0,12.88235294117647,23.0,26.0,15.0,14.0,7.0,8.0,8.0,13.0,10.0,10.0,10.0,4.0
2017_10_14,17.0,11.0,15.0,20.0,23.0,16.0,17.0,25.0,27.0,20.0,40.0,20.0,9.0,12.905882352941175,18.0,17.0,18.0,16.0,12.0,7.0,9.0,11.0,8.5,5.0,12.0,7.0
2017_10_15,13.0,12.0,15.0,20.0,29.0,11.0,16.666666666666668,20.0,16.0,17.424242424242426,34.0,17.424242424242426,5.0,12.929411764705883,10.0,8.0,21.0,14.0,10.0,7.0,10.0,6.0,12.5,9.0,16.0,9.0
2017_10_16,11.0,6.0,11.0,16.0,24.0,9.0,12.833333333333334,18.0,13.0,13.257575757575756,21.0,13.257575757575758,4.0,12.952941176470588,9.0,11.0,19.0,14.0,6.0,6.0,10.0,8.0,12.0,7.0,17.0,12.0
2017_10_17,13.0,12.0,13.0,21.0,28.0,13.0,16.666666666666668,21.0,18.0,16.38888888888889,27.0,8.0,6.0,12.976470588235294,12.0,12.0,15.0,15.0,9.0,5.0,10.0,9.0,15.5,10.0,21.0,15.0
2017_10_18,15.0,16.0,20.0,25.0,33.0,16.0,20.833333333333332,30.0,21.0,20.73611111111111,32.0,13.0,7.0,13.0,13.0,16.0,14.0,15.0,8.0,6.0,9.0,6.0,18.0,10.0,26.0,14.0
2017_10_19,16.0,12.0,19.0,25.0,28.0,17.0,19.5,30.0,28.0,20.0,36.0,9.0,8.0,12.0,22.0,18.5,15.0,20.0,9.0,8.0,9.0,10.0,16.0,10.0,22.0,14.0
2017_10_20,11.0,12.0,14.0,19.0,22.0,14.0,15.333333333333334,15.0,29.0,20.0,43.0,8.0,8.0,18.0,29.0,24.0,19.0,16.0,12.0,6.0,9.0,12.0,17.0,12.0,22.0,15.0
2017_10_21,25.0,24.0,31.0,32.0,41.0,22.0,29.166666666666668,36.0,33.0,19.0,51.0,9.0,8.0,19.0,28.0,26.0,24.0,16.0,11.0,8.0,9.0,14.0,18.5,16.0,21.0,11.0
2017_10_22,14.0,15.0,20.0,25.0,27.0,16.0,19.5,24.0,22.0,18.0,30.0,8.0,8.0,20.0,12.0,14.0,16.0,19.0,11.0,6.0,10.0,11.0,15.0,10.0,20.0,12.0
2017_10_23,12.0,14.0,14.0,19.0,26.0,12.0,16.166666666666668,18.0,18.0,25.0,16.430555555555557,12.0,11.0,20.0,12.0,14.5,17.0,17.0,17.0,6.0,8.0,11.0,16.0,12.0,20.0,14.0
2017_10_24,10.0,11.0,15.0,20.0,26.0,11.0,15.5,24.0,20.0,32.0,18.375,19.0,17.0,23.0,13.0,17.0,17.0,17.0,17.0,12.0,10.0,13.0,14.0,7.0,21.0,12.0
2017_10_25,18.0,21.0,25.0,27.0,22.2,20.0,22.2,27.0,27.0,41.0,23.45,14.0,17.0,29.0,19.0,21.5,24.0,20.0,12.0,12.0,16.0,22.0,19.0,19.0,19.0,9.0
2017_10_26,27.0,40.0,36.0,35.0,32.4,24.0,32.4,41.0,35.0,45.0,33.15,22.0,28.0,24.0,27.0,22.0,23.0,21.0,12.0,18.0,13.0,20.0,12.0,7.0,17.0,7.0
2017_10_27,32.0,39.0,36.0,45.0,35.2,24.0,35.199999999999996,47.0,31.0,51.0,35.86666666666667,26.0,29.0,25.0,26.0,26.0,30.0,19.0,11.0,14.0,16.25,21.0,13.0,6.0,20.0,9.0
2017_10_28,32.0,33.0,38.0,37.0,53.0,26.0,36.5,41.0,37.0,69.0,39.541666666666664,35.0,37.0,35.0,30.0,36.0,43.0,20.0,13.0,16.0,17.5,21.0,16.0,16.0,16.0,7.0
2017_10_29,42.0,42.0,51.0,49.0,61.0,34.0,46.5,54.0,49.0,70.0,50.125,55.0,48.0,40.0,33.0,47.0,45.0,22.0,17.0,21.0,22.0,28.0,11.0,4.0,15.0,9.0
2017_10_30,40.0,43.0,51.0,46.0,43.2,36.0,43.199999999999996,52.0,48.0,63.0,47.61666666666667,57.0,49.0,38.0,32.0,46.0,48.0,37.0,22.0,29.0,31.5,38.0,14.0,7.0,17.0,14.0
2017_10_31,33.0,37.0,45.0,42.0,38.0,33.0,38.0,46.0,40.0,58.0,41.333333333333336,44.0,42.0,39.0,27.0,41.0,39.0,38.0,24.0,29.0,31.0,45.0,23.0,15.0,30.0,25.0
2017_11_01,35.0,37.0,47.0,43.0,58.0,32.0,42.0,46.0,37.0,59.0,43.666666666666664,43.0,45.0,41.0,25.0,35.0,33.0,35.0,27.0,29.0,28.0,38.0,20.0,14.0,28.0,22.0
2017_11_02,33.0,39.0,44.0,43.0,38.0,31.0,38.0,47.0,39.0,63.0,41.333333333333336,42.0,39.0,34.0,18.0,35.0,32.0,32.0,22.0,25.0,23.0,36.0,19.0,19.0,19.0,9.0
2017_11_03,32.0,36.0,43.0,40.0,36.6,32.0,36.6,46.0,41.0,65.0,41.1,47.0,38.0,42.0,22.0,40.0,43.0,31.0,23.0,25.0,31.0,35.0,7.0,9.0,11.0,7.0
2017_11_04,44.0,45.0,57.0,51.0,47.2,39.0,47.199999999999996,59.0,51.0,48.85454545454545,48.85454545454545,50.0,47.0,35.0,30.0,47.0,47.0,44.0,33.0,33.0,37.0,36.75,7.0,7.0,7.0,5.0
2017_11_05,24.0,23.0,35.0,33.0,28.0,25.0,28.0,35.0,32.0,30.272727272727273,30.27272727272727,35.0,35.0,33.0,17.0,25.0,26.0,39.0,25.0,31.0,32.0,31.75,15.0,3.0,12.0,19.0
2017_11_06,38.0,38.0,49.0,48.0,41.0,32.0,41.0,51.0,41.0,39.90909090909091,39.90909090909091,33.0,27.0,32.0,18.0,38.0,39.0,36.0,26.0,30.0,27.0,33.0,10.0,6.0,14.0,13.0
2017_11_07,28.0,32.25,38.0,38.0,32.25,25.0,32.25,41.0,37.0,32.79545454545455,32.79545454545455,31.0,26.0,27.0,29.0,42.0,38.0,31.0,20.0,22.0,22.0,18.0,12.0,5.0,19.0,14.0
2017_11_08,25.0,33.0,37.0,36.0,42.0,25.0,33.0,35.0,27.0,32.72727272727273,32.72727272727273,38.0,29.0,19.0,21.0,28.0,24.0,21.0,16.0,16.0,15.0,20.0,13.0,13.0,13.0,10.0
2017_11_09,18.0,25.6,26.0,29.0,36.0,19.0,25.599999999999998,26.0,29.0,26.018181818181816,26.018181818181816,30.0,22.0,17.0,20.0,20.0,20.0,20.0,12.0,15.0,11.0,17.0,12.0,12.0,12.0,7.0
2017_11_10,18.0,23.6,24.0,28.0,30.0,18.0,23.599999999999998,25.0,26.0,23.654545454545453,23.654545454545456,23.0,21.0,13.0,16.0,22.0,15.0,17.0,12.0,10.0,10.0,18.0,14.0,14.0,14.0,6.0
2017_11_11,12.0,18.6,20.0,21.0,26.0,14.0,18.599999999999998,22.0,25.0,19.836363636363636,19.836363636363636,22.0,19.0,17.0,19.5,21.0,18.0,19.0,10.0,12.0,14.5,17.0,8.0,4.0,12.0,8.0
2017_11_12,18.0,23.4,24.0,26.0,32.0,17.0,23.400000000000002,28.0,28.0,23.345454545454547,23.345454545454544,18.0,19.0,18.0,25.5,29.0,22.0,18.0,10.0,12.0,15.5,22.0,10.0,10.0,10.0,5.0
2017_11_13,24.0,29.2,33.0,33.0,36.0,20.0,29.2,33.0,38.0,27.763636363636362,27.763636363636362,15.0,15.0,24.0,24.5,24.0,25.0,21.0,16.0,16.0,11.0,21.0,13.0,13.0,13.0,8.0
2017_11_14,29.0,34.6,34.0,39.0,48.0,23.0,34.6,39.0,35.0,34.32,34.32,34.32,27.0,23.0,30.5,38.0,23.0,23.0,18.0,14.0,12.0,26.0,9.0,5.0,13.0,6.0
2017_11_15,24.0,31.4,31.0,38.0,43.0,21.0,31.400000000000002,43.0,38.0,32.980000000000004,32.980000000000004,32.980000000000004,29.0,19.0,32.0,40.0,24.0,23.0,18.0,15.0,14.0,24.0,12.0,12.0,12.0,4.0
2017_11_16,18.0,21.0,21.0,24.0,27.0,15.0,21.0,23.0,25.0,21.6,21.599999999999998,21.599999999999998,21.0,12.0,25.0,31.0,20.0,24.0,18.0,19.0,11.0,22.0,11.0,5.0,17.0,8.0
2017_11_17,25.0,29.2,30.0,32.0,40.0,19.0,29.2,34.0,37.0,31.03333333333333,53.0,22.0,22.0,17.0,45.0,37.0,24.0,26.0,18.0,13.0,10.0,16.0,12.0,6.0,18.0,9.0
2017_11_18,42.0,42.6,45.0,45.0,56.0,25.0,42.6,54.0,43.0,40.0,54.0,21.0,22.0,17.0,37.0,40.0,50.0,19.0,17.0,14.0,10.0,21.0,13.5,11.0,16.0,11.0
2017_11_19,28.0,34.2,36.0,37.0,45.0,25.0,34.199999999999996,37.0,37.0,30.0,52.0,17.0,15.0,13.0,27.0,38.0,39.0,22.0,18.0,16.0,13.0,20.0,13.0,8.0,18.0,9.0
2017_11_20,14.0,20.0,19.0,23.0,28.0,16.0,20.0,24.0,19.0,27.0,37.0,11.0,13.0,11.0,15.0,12.0,11.0,24.0,24.0,15.0,15.0,16.0,11.5,7.0,16.0,12.0
2017_11_21,11.0,16.8,17.0,19.0,24.0,13.0,16.8,17.0,19.0,16.054545454545455,16.054545454545455,10.0,13.0,10.0,13.0,12.5,12.0,23.0,23.0,14.0,9.0,14.0,6.0,6.0,6.0,7.0
2017_11_22,19.0,23.6,22.0,27.0,34.0,16.0,23.599999999999998,26.0,25.0,22.599999999999998,24.0,15.0,16.0,11.0,14.0,20.0,17.0,20.0,20.0,11.0,18.75,24.0,5.0,5.0,5.0,8.0
2017_11_23,10.0,15.0,17.0,17.0,23.0,12.0,15.666666666666666,19.0,19.0,17.305555555555557,20.0,21.0,19.0,9.0,11.0,14.0,13.0,23.0,18.0,14.0,10.0,22.0,13.0,13.0,13.0,5.0
2017_11_24,10.0,20.0,18.0,20.0,26.0,13.0,17.833333333333332,17.0,16.0,17.902777777777775,15.0,21.0,21.0,10.8,8.0,14.0,15.0,25.0,17.0,11.0,11.0,20.0,14.0,14.0,14.0,7.0
2017_11_25,20.0,23.0,29.0,29.0,35.0,20.0,26.0,30.0,21.0,25.666666666666668,31.0,23.0,21.0,12.6,10.0,20.0,18.0,24.0,14.0,17.75,14.0,19.0,14.0,14.0,14.0,6.0
2017_11_26,21.0,23.0,29.0,31.0,35.0,21.0,26.666666666666668,30.0,26.0,26.138888888888886,26.0,23.0,22.0,14.399999999999999,11.0,21.0,19.0,21.0,12.0,18.0,18.0,21.0,8.0,8.0,8.0,5.0
2017_11_27,17.0,23.0,26.0,28.0,35.0,25.8,25.8,25.0,27.0,25.55,26.0,21.0,27.0,16.2,13.0,22.0,22.0,25.0,17.0,21.333333333333332,21.333333333333332,22.0,13.0,13.0,13.0,7.0
2017_11_28,23.0,24.0,34.0,33.0,42.0,31.2,31.2,31.0,38.0,30.366666666666664,28.0,24.0,25.0,18.0,19.0,29.0,25.0,32.0,23.0,25.333333333333332,25.333333333333332,21.0,10.0,10.0,10.0,5.0
2017_11_29,22.0,25.0,24.0,27.0,41.0,29.0,28.0,26.0,29.0,26.583333333333332,23.0,22.0,23.0,20.0,19.0,30.0,20.0,27.0,15.0,18.75,12.0,21.0,9.0,9.0,9.0,4.0
2017_11_30,29.8,23.0,27.0,30.0,40.0,29.0,29.8,25.0,27.0,27.633333333333336,24.0,21.0,26.0,18.0,18.0,24.0,16.0,25.0,17.0,18.5,11.0,21.0,7.5,4.0,11.0,3.0
2017_12_01,32.8,28.0,34.0,30.0,42.0,30.0,32.800000000000004,32.0,28.0,30.383333333333336,27.0,24.0,24.0,18.0,19.0,26.0,16.0,24.0,15.0,21.333333333333332,21.333333333333332,25.0,9.0,11.0,13.0,8.0
2017_12_02,31.0,24.0,31.0,31.0,42.0,27.0,31.0,35.0,31.0,30.181818181818183,24.0,30.181818181818183,25.0,16.0,12.0,23.0,12.0,26.0,13.0,18.0,13.0,20.0,10.0,10.5,11.0,7.0
2017_12_03,26.6,27.0,25.0,26.0,35.0,20.0,26.599999999999998,30.0,20.0,26.563636363636363,31.0,26.563636363636363,25.0,20.0,12.0,10.5,9.0,26.0,15.0,22.0,22.0,25.0,8.0,9.0,10.0,5.0
2017_12_04,24.2,19.0,22.0,27.0,35.0,18.0,24.2,28.0,22.0,24.78333333333333,29.0,25.0,24.0,18.0,11.0,12.0,13.0,27.0,27.0,24.75,15.0,30.0,10.0,6.0,14.0,6.0
2017_12_05,11.0,19.0,24.0,20.0,32.0,17.0,20.5,26.0,22.0,21.40909090909091,21.0,21.409090909090907,23.0,19.0,10.0,12.0,14.0,29.0,29.0,25.5,17.0,27.0,13.0,13.0,13.0,5.0
2017_12_06,20.0,28.0,31.0,33.0,47.0,22.0,30.166666666666668,36.0,27.0,30.65151515151515,32.0,30.651515151515145,31.0,23.0,18.0,29.0,17.0,33.0,23.0,30.0,30.0,34.0,11.0,11.0,11.0,7.0
2017_12_07,23.0,36.0,34.0,35.0,53.0,24.0,34.166666666666664,37.0,34.0,35.46969696969697,44.0,35.46969696969697,36.0,32.0,23.0,27.0,31.0,37.0,28.0,33.666666666666664,33.666666666666664,36.0,11.0,7.0,15.0,8.0
2017_12_08,26.0,29.0,39.0,38.0,50.0,28.0,35.0,46.0,36.0,38.166666666666664,52.0,44.0,35.0,21.0,30.0,28.0,18.0,39.0,29.0,31.75,22.0,37.0,12.0,8.0,17.0,10.0
2017_12_09,17.0,23.0,28.0,25.0,37.0,21.0,25.166666666666668,31.0,30.0,29.347222222222218,41.0,40.0,34.0,31.0,16.0,25.0,27.0,41.0,41.0,36.0,22.0,40.0,11.0,8.0,17.0,10.0
2017_12_10,39.0,38.0,54.0,50.0,60.0,40.0,46.833333333333336,58.0,48.0,48.069444444444436,53.0,47.0,43.0,36.0,28.0,44.0,44.0,36.0,36.0,32.0,21.0,35.0,15.0,15.0,21.0,13.0
2017_12_11,50.0,61.0,68.0,69.0,88.0,48.0,64.0,81.0,58.0,62.166666666666664,68.0,49.0,42.0,41.0,35.0,56.0,35.0,26.0,26.0,28.5,23.0,39.0,22.0,13.0,26.0,20.0
2017_12_12,25.0,34.0,42.0,38.0,44.0,29.0,35.333333333333336,47.0,38.0,39.69444444444445,66.0,40.0,38.0,33.0,31.0,44.0,52.0,30.0,14.0,23.75,24.0,27.0,26.0,21.0,27.0,20.0
2017_12_13,16.0,26.0,33.0,32.0,33.0,24.0,27.333333333333332,38.0,29.0,27.0,42.0,25.0,25.0,46.0,21.0,33.0,40.0,26.0,15.0,22.0,23.0,21.5,19.0,18.0,28.0,19.0
2017_12_14,20.0,26.0,34.0,34.0,36.0,24.0,29.0,44.0,27.0,28.0,48.0,21.0,26.0,42.0,18.0,29.0,37.0,22.0,13.0,20.0,20.0,25.0,22.0,16.0,24.0,18.0
2017_12_15,28.0,40.0,46.0,42.0,44.0,31.0,38.5,52.0,42.0,53.0,69.0,33.0,33.0,31.0,25.0,34.0,44.0,30.0,15.0,24.0,16.0,28.0,28.0,17.0,25.0,21.0
2017_12_16,25.0,28.0,38.0,38.0,42.0,27.0,33.0,48.0,35.0,59.0,32.0,43.0,39.0,12.0,22.0,25.0,24.0,29.0,19.0,27.0,17.0,32.0,23.0,14.0,24.0,15.0
2017_12_17,9.0,18.0,17.0,15.0,20.0,12.0,15.166666666666666,22.0,20.0,24.0,16.0,29.0,26.0,18.0,11.0,19.0,20.0,33.0,23.0,23.0,11.0,29.0,12.0,11.0,21.0,12.0
2017_12_18,29.0,29.0,39.0,33.0,38.0,24.0,32.0,40.0,36.0,48.0,36.0,41.0,40.0,32.0,20.0,37.0,38.0,30.0,20.0,20.0,19.0,31.0,7.0,8.0,17.0,10.0
2017_12_19,38.0,30.0,54.0,42.0,48.0,35.0,41.166666666666664,51.0,38.0,57.0,41.0,51.0,43.84722222222223,50.0,22.0,40.0,38.0,35.0,22.0,28.0,30.0,41.0,14.0,9.0,23.0,13.0
2017_12_20,41.0,39.0,59.0,51.0,55.0,39.0,47.333333333333336,54.0,42.0,72.0,43.0,66.0,49.0,43.0,22.0,42.0,43.0,38.0,25.0,37.0,34.0,39.0,21.0,14.0,30.0,18.0
2017_12_21,47.0,55.0,59.0,53.0,57.0,35.0,51.0,58.0,55.0,70.0,47.0,64.0,49.0,46.0,21.0,41.0,37.0,39.0,27.0,35.0,40.0,49.0,20.0,13.0,27.0,20.0
2017_12_22,50.0,58.0,64.0,58.0,69.0,36.0,55.833333333333336,61.0,66.0,74.0,50.0,53.0,56.0,42.0,34.0,63.0,55.0,39.0,26.0,40.0,30.0,52.0,19.0,7.0,22.0,22.0
2017_12_23,54.0,61.0,68.0,62.0,75.0,38.0,59.666666666666664,70.0,77.0,96.0,64.0,58.0,57.0,34.0,52.0,78.0,55.0,40.0,34.0,41.0,43.75,60.0,15.0,14.5,14.0,21.0
2017_12_24,44.0,51.0,62.0,59.0,67.0,36.0,53.166666666666664,65.0,62.0,78.0,44.0,44.0,44.0,25.0,37.0,63.0,31.0,34.0,24.0,34.0,18.0,40.0,10.0,11.0,17.0,10.0
2017_12_25,20.0,25.0,30.0,30.0,39.0,21.0,27.5,37.0,35.0,46.0,29.0,47.0,35.0,35.0,14.0,30.0,37.0,29.0,20.0,24.0,30.0,45.0,12.0,12.0,23.0,13.0
2017_12_26,51.0,55.6,62.0,60.0,70.0,35.0,55.6,72.0,57.0,73.0,51.0,55.0,56.0,50.0,40.0,49.0,52.0,43.0,32.0,38.0,42.0,44.0,13.0,6.0,17.0,18.0
2017_12_27,38.0,41.2,46.0,45.0,52.0,25.0,41.199999999999996,56.0,48.0,45.0,32.0,23.0,15.0,29.0,32.0,29.5,27.0,35.0,26.0,21.0,29.0,21.0,9.0,10.0,16.0,19.0
2017_12_28,18.0,21.0,26.0,29.0,37.0,18.0,24.833333333333332,30.0,30.0,28.0,17.0,11.0,8.0,18.0,30.0,34.0,23.0,16.0,10.0,6.0,10.25,9.0,8.0,7.0,17.0,10.0
2017_12_29,14.0,15.0,20.0,24.0,31.0,15.0,19.833333333333332,24.0,23.0,24.0,19.0,12.0,15.0,17.0,24.0,29.0,25.0,19.0,15.0,11.0,11.0,10.0,9.0,11.0,15.0,9.0
2017_12_30,14.0,22.0,22.0,24.0,31.0,16.0,21.5,26.0,24.0,29.0,16.0,14.0,20.0,11.0,21.0,20.0,25.0,20.0,17.0,12.0,12.0,14.0,9.0,12.0,17.0,8.0
2017_12_31,15.0,18.0,24.0,23.0,28.0,14.0,20.333333333333332,26.0,24.0,34.0,12.0,16.0,19.0,11.0,15.0,15.0,15.0,21.0,14.0,12.0,12.0,15.0,10.0,15.0,18.0,9.0
