Date,05T,10T,11T,59T,61T,03T,50T,52T,53T,54T,08T,17T,18T,19T,14T,27T,20T,21T,24T,25T,26T,79T,46T,72T,29T,30T,31T,32T,33T,34T,71T,77T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T,76T,42T,44T,62T,63T,80T
2018_01_01,17.0,,,21.0,30.0,,27.0,31.0,15,,31.0,,,25.0,,35.0,,,17.0,,23.0,26.0,16.0,,,16.0,,21.0,,,,24.0,27.0,20.0,,,,16.0,,,,,,10.0,,,,25.0,,10.0,11.0,18,10.0
2018_01_02,25.0,,,26.0,33.0,,30.0,37.0,17,,33.0,,,33.0,,45.0,,,21.0,,35.0,31.0,20.0,,,20.0,,27.0,,,,29.0,28.0,,,,,17.0,,,,,,15.0,,,,28.0,,15.0,13.0,19,13.0
2018_01_03,34.0,,,38.0,42.0,,40.0,50.0,22,,40.0,,,38.0,,60.0,,,35.0,,42.0,36.0,23.0,,,29.0,,34.0,,,,32.0,28.0,16.0,,,,19.0,,,,,,18.0,,,,29.0,,10.0,16.0,18,11.0
2018_01_04,41.0,,,39.0,45.0,,45.0,53.0,24,,51.0,,,55.0,,79.0,,,36.0,,49.0,44.0,20.0,,,37.0,,45.0,,,,44.0,30.0,21.0,,,,20.0,,,,,,20.0,,,,32.0,,11.0,11.0,20,12.0
2018_01_05,42.0,,,51.0,53.0,,51.0,58.0,27,,59.0,,,56.0,,72.0,,,47.0,,48.0,47.0,36.0,,,55.0,,64.0,,,,49.0,23.0,22.0,,,,20.0,,,,,,20.0,,,,37.0,,14.0,17.0,22,12.0
2018_01_06,46.0,,,42.0,38.0,,48.0,52.0,25,,54.0,,,60.0,,49.0,,,61.0,,52.0,58.0,35.0,,,46.0,,68.0,,,,49.0,30.0,39.0,,,,22.0,,,,,,18.0,,,,40.0,,13.0,13.0,20,14.0
2018_01_07,8.0,,,26.0,42.0,,19.0,20.0,10,,15.0,,,18.0,,18.0,,,41.0,,16.0,37.0,31.0,,,17.0,,42.0,,,,24.0,31.0,40.0,,,,29.0,,,,,,22.0,,,,34.0,,10.0,9.0,15,12.0
2018_01_08,8.0,,,10.0,43.0,,16.0,16.0,10,,15.0,,,21.0,,10.0,,,34.0,,12.0,22.0,35.0,,,16.0,,27.0,,,,30.0,26.0,35.0,,,,45.0,,,,,,28.0,,,,32.0,,13.0,6.0,15,8.0
2018_01_09,8.0,,,22.0,14.0,,22.0,21.0,14,,19.0,,,17.0,,12.0,,,46.0,,22.0,35.0,30.0,,,23.0,,20.0,,,,40.0,24.0,24.0,,,,26.0,,,,,,20.0,,,,30.0,,9.0,6.0,19,9.0
2018_01_10,10.0,,,10.0,9.0,,17.0,21.0,8,,21.0,,,20.0,,26.0,,,29.0,,26.0,31.0,15.0,,,18.0,,,,,,34.0,22.0,23.0,,,,29.0,,,,,,19.0,,,,25.0,,8.0,10.0,18,8.0
2018_01_11,22.0,,,25.0,29.0,,35.0,44.0,18,,35.0,,,30.0,,50.0,,,33.0,,35.0,26.0,27.0,,,16.0,,25.0,,,,31.0,37.0,30.0,,,,28.0,,,,,,11.0,,,,27.0,,6.0,8.0,15,8.0
2018_01_12,26.0,,,34.0,33.0,,37.0,50.0,16,,39.0,,,31.0,,58.0,,,27.0,,50.0,32.0,27.0,,,18.0,,26.0,,,,28.0,21.0,12.0,,,,11.0,,,,,,18.0,,,,31.0,,12.0,,16,8.0
2018_01_13,34.0,,,36.0,46.0,,44.0,58.0,19,,50.0,,,41.0,,65.0,,,33.0,,51.0,41.0,31.0,,,27.0,,35.0,,,,47.0,25.0,15.0,,,,21.0,,,,,,23.0,,,,27.0,,19.0,12.0,21,14.0
2018_01_14,41.0,,,38.0,48.0,,45.0,62.0,20,,52.0,,,56.0,,61.0,,,42.0,,51.0,45.0,24.0,,,35.0,,43.0,,,,37.0,33.0,25.0,,,,27.0,,,,,,23.0,,,,35.0,,17.0,13.0,25,19.0
2018_01_15,43.0,,,52.0,54.0,,55.0,72.0,25,,63.0,,,50.0,,80.0,,,43.0,,46.0,45.0,30.0,,,35.0,,40.0,,,,35.0,36.0,34.0,,,,26.0,,,,,,26.0,,,,54.0,,15.0,17.0,25,17.0
2018_01_16,58.0,,,55.0,64.0,,67.0,77.0,31,,76.0,,,70.0,,93.0,,,60.0,,61.0,51.0,42.0,,,35.0,,57.0,,,,58.0,40.0,36.0,,,,32.0,,,,,,24.0,,,,53.0,,13.0,17.0,22,14.0
2018_01_17,99.0,,,69.0,81.0,,87.0,99.0,40,,106.0,,,105.0,,114.0,,,80.0,,73.0,60.0,47.0,,,64.0,,96.0,,,,61.0,40.0,33.0,,,,27.0,,,,,,23.0,,,,47.0,,14.0,13.0,24,12.0
2018_01_18,50.0,,,54.0,61.0,,59.0,73.0,30,,63.0,,,70.0,,105.0,,,69.0,,73.0,61.0,35.0,,,75.0,,67.0,,,,49.0,35.0,29.0,,,,34.0,,,,,,24.0,,,,45.0,,16.0,16.0,25,20.0
2018_01_19,53.0,,,57.0,58.0,,59.0,76.0,31,,70.0,,,60.0,,105.0,,,64.0,,69.0,57.0,33.0,,,49.0,,41.0,,,,45.0,33.0,27.0,,,,32.0,,,,,,22.0,,,,46.0,,13.0,16.0,19,18.0
2018_01_20,42.0,,,45.0,55.0,,51.0,65.0,26,,56.0,,,56.0,,83.0,,,53.0,,67.0,58.0,31.0,,,37.0,,46.0,,,,41.0,37.0,32.0,,,,32.0,,,,,,17.0,,,,62.0,,12.0,6.0,14,10.0
2018_01_21,63.0,,,62.0,69.0,,72.0,87.0,33,,82.0,,,79.0,,108.0,,,66.0,,66.0,57.0,39.0,,,61.0,,78.0,,,,48.0,41.0,34.0,,,,34.0,,,,,,25.0,,,,57.0,,10.0,15.0,18,9.0
2018_01_22,66.0,,,97.0,75.0,,77.0,105.0,38,,92.0,,,74.0,,111.0,,,69.0,,65.0,66.0,30.0,,,52.0,,83.0,,,,47.0,33.0,23.0,,,,30.0,,,,,,25.0,,,,56.0,,9.0,8.0,16,9.0
2018_01_23,49.0,,,66.0,55.0,,61.0,78.0,30,,65.0,,,51.0,,81.0,,,62.0,,37.0,66.0,35.0,,,30.0,,58.0,,,,46.0,32.0,26.0,,,,33.0,,,,,,19.0,,,,55.0,,10.0,9.0,16,11.0
2018_01_24,44.0,,,34.0,58.0,,61.0,72.0,47,,60.0,,,65.0,,74.0,,,69.0,,64.0,79.0,38.0,,,30.0,,52.0,,,,49.0,24.0,18.0,,,,32.0,,,,,,20.0,,,,48.0,,9.0,14.0,18,9.0
2018_01_25,19.0,,,45.0,27.0,,34.0,35.0,35,,31.0,,,32.0,,25.0,,,66.0,,53.0,73.0,47.0,,,12.0,,35.0,,,,52.0,27.0,19.0,,,,34.0,,,,,,22.0,,,,52.0,,11.0,14.0,19,9.0
2018_01_26,9.0,,,17.0,16.0,,22.0,24.0,22,,18.0,,,18.0,,13.0,,,60.0,,22.0,39.0,39.0,,,13.0,,24.0,,,,39.0,26.0,19.0,,,,53.0,,,,,,29.0,,,,44.0,,11.0,18.0,21,11.0
2018_01_27,8.0,,,17.0,12.0,,19.0,21.0,20,,18.0,,,23.0,,12.0,,,35.0,,17.0,26.0,25.0,,,11.0,,24.0,,,,33.0,30.0,26.0,,,,38.0,,,,,,30.0,,,,41.0,,8.0,13.0,21,11.0
2018_01_28,7.0,,,13.0,13.0,,19.0,23.0,18,,18.0,,,17.0,,12.0,,,39.0,,20.0,28.0,35.0,,,10.0,,23.0,,,,32.0,29.0,24.0,,,,38.0,,,,,,19.0,,,,49.0,,11.0,16.0,21,9.0
2018_01_29,7.0,,,19.0,14.0,,20.0,24.0,19,,22.0,,,19.0,,14.0,,,42.0,,22.0,27.0,50.0,,,11.0,,23.0,,,,33.0,32.0,25.0,,,,24.0,,,,,,16.0,,,,46.0,,11.0,16.0,20,12.0
2018_01_30,8.0,,,16.0,16.0,,21.0,24.0,19,,19.0,,,21.0,,14.0,,,48.0,,21.0,27.0,25.0,,,10.0,,23.0,,,,30.0,29.0,21.0,,,,25.0,,,,,,16.0,,,,47.0,,11.0,19.0,19,13.0
2018_01_31,10.0,,,46.0,19.0,,21.0,24.0,22,,23.0,,,22.0,,13.0,,,44.0,,20.0,25.0,33.0,,,10.0,,21.0,,,,28.0,32.0,30.0,,,,38.0,,,,,,21.0,,,,60.0,,7.0,18.0,18,13.0
2018_02_01,23.0,,,40.0,33.0,,35.0,43.0,30,,36.0,,,36.0,,23.0,,,34.0,,17.0,27.0,39.0,,,16.0,,31.0,,,,33.0,35.0,26.0,,,,36.0,,,,,,16.0,,,,59.0,,7.0,14.0,19,10.0
2018_02_02,41.0,,,48.0,54.0,,51.0,60.0,47,,56.0,,,51.0,,59.0,,,53.0,,49.0,42.0,47.0,,,18.0,,37.0,,,,50.0,36.0,32.0,,,,41.0,,,,,,22.0,,,,62.0,,10.0,17.0,19,11.0
2018_02_03,23.0,,,16.0,53.0,,52.0,64.0,51,,61.0,,,52.0,,69.0,,,42.0,,50.0,43.0,,,,33.0,,45.0,,,,46.0,57.0,50.0,,,,52.0,,,,,,32.0,,,,69.0,,11.0,17.0,21,11.0
2018_02_04,43.0,,,28.0,65.0,,59.0,74.0,59,,71.0,,,60.0,,84.0,,,47.0,,72.0,59.0,39.0,,,45.0,,56.0,,,,57.0,59.0,51.0,,,,57.0,,,,,,35.0,,,,73.0,,12.0,19.0,22,15.0
2018_02_05,56.0,,,45.0,67.0,,62.0,79.0,59,,75.0,,,65.0,,104.0,,,48.0,,88.0,66.0,53.0,,,50.0,,61.0,,,,62.0,64.0,54.0,,,,60.0,,,,,,39.0,,,,80.0,,13.0,20.0,22,16.0
2018_02_06,70.0,,,52.0,58.0,,51.0,61.0,51,,66.0,,,59.0,,90.0,,,57.0,,88.0,69.0,52.0,,,47.0,,54.0,,,,59.0,74.0,65.0,,,,66.0,,,,,,41.0,,,,74.0,,16.0,23.0,25,18.0
2018_02_07,51.0,,,42.0,90.0,,86.0,95.0,79,,96.0,,,86.0,,115.0,,,81.0,,89.0,85.0,65.0,,,47.0,,73.0,,,,78.0,63.0,57.0,,,,64.0,,,,,,44.0,,,,49.0,,17.0,23.0,30,19.0
2018_02_08,62.0,,,31.0,90.0,,76.0,80.0,81,,83.0,,,82.0,,61.0,,,94.0,,69.0,81.0,76.0,,,49.0,,72.0,,,,82.0,58.0,51.0,,,,67.0,,,,,,46.0,,,,55.0,,23.0,29.0,33,20.0
2018_02_09,47.0,,,41.0,50.0,,48.0,55.0,50,,49.0,,,49.0,,39.0,,,70.0,,53.0,60.0,82.0,,,38.0,,58.0,,,,82.0,53.0,47.0,,,,75.0,,,,,,51.0,,,,53.0,,31.0,42.0,45,34.0
2018_02_10,50.0,,,43.0,48.0,,43.0,50.0,47,,45.0,,,45.0,,36.0,,,65.0,,42.0,50.0,92.0,,,32.0,,48.0,,,,77.0,48.0,39.0,,,,59.0,,,,,,41.0,,,,63.0,,25.0,33.0,42,28.0
2018_02_11,54.0,,,42.0,48.0,,44.0,53.0,48,,45.0,,,43.0,,38.0,,,87.0,,55.0,68.0,61.0,,,28.0,,46.0,,,,76.0,47.0,42.0,,,,54.0,,,,,,34.0,,,,60.0,,30.0,38.0,43,33.0
2018_02_12,45.0,,,38.0,56.0,,55.0,64.0,52,,62.0,,,57.0,,51.0,,,51.0,,61.0,75.0,26.0,,,28.0,,53.0,,,,67.0,59.0,54.0,,,,62.0,,,,,,38.0,,,,69.0,,19.0,27.0,31,26.0
2018_02_13,56.0,,,48.0,52.0,,46.0,60.0,48,,60.0,,,53.0,,67.0,,,42.0,,71.0,57.0,31.0,,,37.0,,46.0,,,,41.0,70.0,65.0,,,,45.0,,,,,,30.0,,,,61.0,,13.0,21.0,22,12.0
2018_02_14,73.0,,,59.0,74.0,,72.0,94.0,70,,80.0,,,64.0,,99.0,,,65.0,,68.0,64.0,53.0,,,38.0,,56.0,,,,61.0,67.0,64.0,,,,49.0,,,,,,35.0,,,,66.0,,16.0,17.0,23,17.0
2018_02_15,57.0,,,53.0,59.0,,60.0,68.0,60,,62.0,,,57.0,,64.0,,,80.0,,64.0,75.0,70.0,,,38.0,,61.0,,,,72.0,54.0,49.0,,,,57.0,,,,,,38.0,,,,72.0,,19.0,20.0,25,20.0
2018_02_16,47.0,,,51.0,45.0,,48.0,54.0,49,,44.0,,,44.0,,46.0,,,76.0,,54.0,56.0,75.0,,,27.0,,50.0,,,,71.0,37.0,34.0,,,,44.0,,,,,,25.0,,,,63.0,,25.0,24.0,29,28.0
2018_02_17,44.0,,,47.0,43.0,,47.0,51.0,45,,43.0,,,49.0,,43.0,,,68.0,,49.0,54.0,70.0,,,25.0,,50.0,,,,65.0,41.0,37.0,,,,43.0,,,,,,24.0,,,,62.0,,29.0,27.0,33,31.0
2018_02_18,39.0,,,51.0,37.0,,41.0,47.0,39,,40.0,,,43.0,,37.0,,,51.0,,41.0,50.0,77.0,,,27.0,,46.0,,,,55.0,46.0,39.0,,,,56.0,,,,,,34.0,,,,83.0,,27.0,33.0,39,33.0
2018_02_19,32.0,,,70.0,32.0,,35.0,43.0,36,,35.0,,,33.0,,28.0,,,55.0,,43.0,59.0,65.0,,,23.0,,37.0,,,,58.0,53.0,57.0,,,,74.0,,,,,,44.0,,,,94.0,,9.0,23.0,27,14.0
2018_02_20,12.0,,,54.0,11.0,,17.0,20.0,15,,48.0,,,15.0,,11.0,,,42.0,,15.0,29.0,58.0,,,15.0,,22.0,,,,40.0,55.0,59.0,,,,71.0,,,,,,46.0,,,,79.0,,7.0,17.0,18,10.0
2018_02_21,17.0,,,37.0,18.0,,21.0,26.0,20,,19.0,,,18.0,,16.0,,,29.0,,13.0,28.0,49.0,,,12.0,,24.0,,,,33.0,55.0,61.0,,,,41.0,,,,,,46.0,,,,65.0,,8.0,18.0,20,11.0
2018_02_22,23.0,,,22.0,22.0,,27.0,33.0,26,,23.0,,,26.0,,17.0,,,32.0,,28.0,36.0,23.0,,,11.0,,28.0,,,,35.0,45.0,43.0,,,,37.0,,,,,,35.0,,,,47.0,,8.0,15.0,22,12.0
2018_02_23,31.0,,,16.0,29.0,,33.0,38.0,29,,30.0,,,35.0,,18.0,,,30.0,,20.0,32.0,19.0,,,11.0,,31.0,,,,32.0,41.0,39.0,,,,22.0,,,,,,11.0,,,,35.0,,7.0,15.0,17,9.0
2018_02_24,40.0,,,15.0,40.0,,41.0,48.0,41,,37.0,,,40.0,,29.0,,,45.0,,26.0,35.0,27.0,,,16.0,,46.0,,,,50.0,47.0,39.0,,,,23.0,,,,,,11.0,,,,24.0,,9.0,13.0,14,9.0
2018_02_25,35.0,,,17.0,37.0,,36.0,48.0,41,,32.0,,,35.0,,21.0,,,46.0,,41.0,53.0,38.0,,,21.0,,36.0,,,,48.0,42.0,37.0,,,,34.0,,,,,,17.0,,,,28.0,,12.0,17.0,22,14.0
2018_02_26,40.0,,,24.0,38.0,,44.0,55.0,40,,41.0,,,39.0,,37.0,,,43.0,,40.0,40.0,25.0,,,17.0,,35.0,,,,44.0,54.0,49.0,,,,33.0,,,,,,21.0,,,,29.0,,11.0,19.0,23,14.0
2018_02_27,31.0,,,32.0,29.0,,33.0,32.0,35,,30.0,,,33.0,,25.0,,,39.0,,28.0,32.0,26.0,,,15.0,,25.0,,,,39.0,53.0,43.0,,,,31.0,,,,,,22.0,,,,34.0,,10.0,19.0,21,12.0
2018_02_28,38.0,,,56.0,39.0,,42.0,38.0,40,,37.0,,,37.0,,38.0,,,46.0,,24.0,26.0,41.0,,,17.0,,30.0,,,,40.0,75.0,75.0,,,,36.0,,,,,,29.0,,,,54.0,,9.0,,19,12.0
2018_03_01,24.0,,,50.0,26.0,,28.0,27.0,29,,23.0,,,25.0,,22.0,,,42.0,,29.0,28.0,60.0,,,16.0,,30.0,,,,50.0,79.0,82.0,,,,50.0,,,,,,35.0,,,,54.0,,12.0,13.0,22,16.0
2018_03_02,24.0,,,55.0,21.0,,27.0,27.0,25,,17.0,,,29.0,,21.0,,,41.0,,29.0,26.0,59.0,,,14.0,,27.0,,,,39.0,72.0,74.0,,,,54.0,,,,,,41.0,,,,63.0,,9.0,16.0,16,12.0
2018_03_03,15.0,,,63.0,13.0,,19.0,19.0,17,,68.0,,,20.0,,12.0,,,34.0,,22.0,36.0,52.0,,,9.0,,15.0,,,,25.0,57.0,58.0,,,,48.0,,,,,,32.0,,,,59.0,,9.0,12.0,17,10.0
2018_03_04,12.0,,,48.0,11.0,,19.0,18.0,16,,41.0,,,15.0,,11.0,,,32.0,,21.0,39.0,48.0,,,6.0,,12.0,,,,21.0,59.0,48.0,,,,67.0,,,,,,34.0,,,,69.0,,7.0,12.0,17,12.0
2018_03_05,11.0,,,36.0,10.0,,18.0,14.0,17,,33.0,,,18.0,,9.0,,,46.0,,23.0,46.0,50.0,,,10.0,,16.0,,,,28.0,67.0,66.0,,,,117.0,,,,,,50.0,,,,100.0,,7.0,15.0,19,9.0
2018_03_06,14.0,,,34.0,12.0,,20.0,17.0,17,,29.0,,,23.0,,23.0,,,37.0,,17.0,35.0,69.0,,,10.0,,19.0,,,,21.0,94.0,86.0,,,,81.0,,,,,,46.0,,,,107.0,,6.0,13.0,18,10.0
2018_03_07,17.0,,,28.0,15.0,,22.0,19.0,22,,26.0,,,25.0,,16.0,,,29.0,,18.0,34.0,34.0,,,10.0,,26.0,,,,22.0,65.0,68.0,,,,83.0,,,,,,58.0,,,,91.0,,8.0,15.0,20,9.0
2018_03_08,23.0,,,32.0,23.0,,30.0,29.0,27,,23.0,,,28.0,,12.0,,,39.0,,21.0,23.0,33.0,,,13.0,,26.0,,,,23.0,102.0,100.0,,,,61.0,,,,,,68.0,,,,133.0,,10.0,12.0,18,12.0
2018_03_09,29.0,,,30.0,27.0,,31.0,32.0,28,,30.0,,,29.0,,31.0,,,30.0,,27.0,24.0,27.0,,,21.0,,31.0,,,,24.0,73.0,72.0,,,,41.0,,,,,,16.0,,,,114.0,,11.0,18.0,19,13.0
2018_03_10,43.0,,,24.0,41.0,,43.0,47.0,43,,42.0,,,44.0,,53.0,,,38.0,,39.0,37.0,40.0,,,25.0,,37.0,,,,46.0,39.0,38.0,,,,38.0,,,,,,18.0,,,,50.0,,10.0,14.0,20,13.0
2018_03_11,62.0,,,22.0,61.0,,61.0,65.0,58,,66.0,,,67.0,,70.0,,,55.0,,63.0,52.0,40.0,,,37.0,,56.0,,,,57.0,56.0,59.0,,,,61.0,,,,,,27.0,,,,54.0,,14.0,20.0,23,14.0
2018_03_12,76.0,,,27.0,76.0,,80.0,87.0,75,,82.0,,,74.0,,87.0,,,81.0,,74.0,63.0,43.0,,,40.0,,66.0,,,,68.0,51.0,54.0,,,,62.0,,,,,,44.0,,,,56.0,,16.0,21.0,25,17.0
2018_03_13,40.0,,,35.0,40.0,,43.0,45.0,42,,40.0,,,36.0,,24.0,,,66.0,,59.0,47.0,57.0,,,22.0,,44.0,,,,69.0,46.0,48.0,,,,56.0,,,,,,38.0,,,,58.0,,13.0,18.0,23,14.0
2018_03_14,28.0,,,28.0,26.0,,30.0,33.0,29,,26.0,,,27.0,,12.0,,,43.0,,30.0,35.0,58.0,,,17.0,,30.0,,,,40.0,66.0,61.0,,,,74.0,,,,,,42.0,,,,70.0,,15.0,20.0,24,18.0
2018_03_15,26.0,,,22.0,30.0,,27.0,26.0,24,,24.0,,,30.0,,11.0,,,38.0,,24.0,36.0,41.0,,,11.0,,27.0,,,,29.0,74.0,74.0,,,,73.0,,,,,,58.0,,,,69.0,,14.0,16.0,22,18.0
2018_03_16,25.0,,,26.0,31.0,,26.0,26.0,25,,28.0,,,28.0,,17.0,,,32.0,,27.0,42.0,45.0,,,13.0,,27.0,,,,35.0,86.0,83.0,,,,75.0,,,,,,65.0,,,,74.0,,16.0,18.0,20,15.0
2018_03_17,19.0,,,27.0,22.0,,20.0,20.0,18,,21.0,,,22.0,,14.0,,,37.0,,16.0,32.0,56.0,,,11.0,,21.0,,,,27.0,88.0,87.0,,,,62.0,,,,,,53.0,,,,87.0,,8.0,12.0,18,12.0
2018_03_18,14.0,,,17.0,18.0,,16.0,16.0,13,,16.0,,,18.0,,12.0,,,29.0,,16.0,31.0,58.0,,,9.0,,21.0,,,,28.0,97.0,95.0,,,,75.0,,,,,,51.0,,,,73.0,,7.0,15.0,18,7.0
2018_03_19,15.0,,,,19.0,,16.0,16.0,15,,17.0,,,21.0,,16.0,,,28.0,,16.0,39.0,47.0,,,8.0,,18.0,,,,30.0,67.0,73.0,,,,80.0,,,,,,35.0,,,,62.0,,18.0,16.0,20,11.0
2018_03_20,22.0,,,14.0,25.0,,25.0,25.0,21,,28.0,,,23.0,,17.0,,,40.0,,28.0,40.0,59.0,,,11.0,,21.0,,,,28.0,60.0,59.0,,,,81.0,,,,,,46.0,,,,98.0,,30.0,22.0,21,12.0
2018_03_21,27.0,,,20.0,29.0,,26.0,25.0,25,,30.0,,,26.0,,15.0,,,36.0,,25.0,37.0,35.0,,,14.0,,26.0,,,,24.0,82.0,83.0,,,,95.0,,,,,,62.0,,,,111.0,,15.0,20.0,24,14.0
2018_03_22,38.0,,,29.0,38.0,,34.0,38.0,32,,38.0,,,34.0,,26.0,,,44.0,,30.0,34.0,46.0,,,18.0,,35.0,,,,38.0,79.0,74.0,,,,68.0,,,,,,85.0,,,,84.0,,14.0,16.0,23,11.0
2018_03_23,46.0,,,22.0,52.0,,45.0,48.0,42,,49.0,,,44.0,,37.0,,,48.0,,41.0,51.0,42.0,,,25.0,,40.0,,,,46.0,72.0,69.0,,,,77.0,,,,,,62.0,,,,73.0,,12.0,16.0,20,11.0
2018_03_24,54.0,,,15.0,60.0,,50.0,50.0,51,,54.0,,,52.0,,42.0,,,68.0,,44.0,60.0,49.0,,,25.0,,44.0,,,,63.0,68.0,64.0,,,,74.0,,,,,,80.0,,,,80.0,,13.0,15.0,19,12.0
2018_03_25,41.0,,,22.0,47.0,,37.0,37.0,38,,20.0,,,40.0,,29.0,,,68.0,,46.0,55.0,57.0,,,23.0,,41.0,,,,55.0,76.0,72.0,,,,81.0,,,,,,89.0,,,,64.0,,15.0,20.0,23,17.0
